id,pingId,tukTukId,regNumber,latitude,longitude,speed,heading,accuracy,batteryLevel,timestamp
9909,PING-009910,65,CP-TUK-0065,7.066495,80.910988,52,139,8.6,24,2026-04-01T10:30:00.000Z
9910,PING-009911,65,CP-TUK-0065,7.066334,80.910441,17,243,4.6,91,2026-04-01T11:00:00.000Z
9911,PING-009912,65,CP-TUK-0065,7.065326,80.909207,6,235,9,23,2026-04-01T11:30:00.000Z
9912,PING-009913,65,CP-TUK-0065,7.065833,80.909872,45,179,8.5,46,2026-04-01T12:00:00.000Z
9913,PING-009914,65,CP-TUK-0065,7.066629,80.909425,40,30,5.3,91,2026-04-01T12:30:00.000Z
9914,PING-009915,65,CP-TUK-0065,7.068456,80.90911,2,67,5.1,23,2026-04-01T13:00:00.000Z
9915,PING-009916,65,CP-TUK-0065,7.068246,80.907565,36,52,6.7,42,2026-04-01T13:30:00.000Z
9916,PING-009917,65,CP-TUK-0065,7.066937,80.906837,8,276,8.7,40,2026-04-01T14:00:00.000Z
9917,PING-009918,65,CP-TUK-0065,7.066328,80.908272,53,317,9.4,92,2026-04-01T14:30:00.000Z
9918,PING-009919,65,CP-TUK-0065,7.067302,80.908069,32,237,8.8,28,2026-04-01T15:00:00.000Z
9919,PING-009920,65,CP-TUK-0065,7.069042,80.909819,13,13,5.6,84,2026-04-01T15:30:00.000Z
9920,PING-009921,65,CP-TUK-0065,7.067273,80.911486,43,25,5.3,41,2026-04-01T16:00:00.000Z
9921,PING-009922,65,CP-TUK-0065,7.067776,80.912553,3,41,7.3,57,2026-04-02T00:30:00.000Z
9922,PING-009923,65,CP-TUK-0065,7.067837,80.912464,54,185,4.4,77,2026-04-02T01:00:00.000Z
9923,PING-009924,65,CP-TUK-0065,7.066236,80.914158,31,313,6.2,51,2026-04-02T01:30:00.000Z
9924,PING-009925,65,CP-TUK-0065,7.06715,80.914372,17,228,8,42,2026-04-02T02:00:00.000Z
9925,PING-009926,65,CP-TUK-0065,7.067045,80.914112,53,61,4.2,27,2026-04-02T02:30:00.000Z
9926,PING-009927,65,CP-TUK-0065,7.067059,80.913426,43,318,5.4,61,2026-04-02T03:00:00.000Z
9927,PING-009928,65,CP-TUK-0065,7.068706,80.912817,7,228,4.8,98,2026-04-02T03:30:00.000Z
9928,PING-009929,65,CP-TUK-0065,7.066931,80.91207,12,265,7.3,75,2026-04-02T04:00:00.000Z
9929,PING-009930,65,CP-TUK-0065,7.068499,80.912564,38,293,3.2,95,2026-04-02T04:30:00.000Z
9930,PING-009931,65,CP-TUK-0065,7.068847,80.912643,32,198,3.9,99,2026-04-02T05:00:00.000Z
9931,PING-009932,65,CP-TUK-0065,7.067831,80.912452,55,92,8.4,55,2026-04-02T05:30:00.000Z
9932,PING-009933,65,CP-TUK-0065,7.066932,80.911043,19,174,10,62,2026-04-02T06:00:00.000Z
9933,PING-009934,65,CP-TUK-0065,7.068829,80.90938,31,268,5.9,41,2026-04-02T06:30:00.000Z
9934,PING-009935,65,CP-TUK-0065,7.066856,80.910873,53,114,3,26,2026-04-02T07:00:00.000Z
9935,PING-009936,65,CP-TUK-0065,7.065579,80.911649,51,307,5.4,24,2026-04-02T07:30:00.000Z
9936,PING-009937,65,CP-TUK-0065,7.066058,80.910877,52,331,5.7,98,2026-04-02T08:00:00.000Z
9937,PING-009938,65,CP-TUK-0065,7.067559,80.912866,58,113,3.9,87,2026-04-02T08:30:00.000Z
9938,PING-009939,65,CP-TUK-0065,7.066937,80.911578,33,56,6.6,30,2026-04-02T09:00:00.000Z
9939,PING-009940,65,CP-TUK-0065,7.066956,80.909859,44,168,9.5,31,2026-04-02T09:30:00.000Z
9940,PING-009941,65,CP-TUK-0065,7.067885,80.909717,31,167,3.9,31,2026-04-02T10:00:00.000Z
9941,PING-009942,65,CP-TUK-0065,7.067905,80.909082,0,14,4.7,88,2026-04-02T10:30:00.000Z
9942,PING-009943,65,CP-TUK-0065,7.067379,80.907962,52,157,8.5,59,2026-04-02T11:00:00.000Z
9943,PING-009944,65,CP-TUK-0065,7.067935,80.907854,52,133,3.7,70,2026-04-02T11:30:00.000Z
9944,PING-009945,65,CP-TUK-0065,7.068024,80.909456,6,99,7,44,2026-04-02T12:00:00.000Z
9945,PING-009946,65,CP-TUK-0065,7.06855,80.908234,21,326,5.6,67,2026-04-02T12:30:00.000Z
9946,PING-009947,65,CP-TUK-0065,7.069403,80.907992,24,238,3.2,96,2026-04-02T13:00:00.000Z
9947,PING-009948,65,CP-TUK-0065,7.069227,80.907607,29,348,5.5,95,2026-04-02T13:30:00.000Z
9948,PING-009949,65,CP-TUK-0065,7.068934,80.905958,57,143,6.5,43,2026-04-02T14:00:00.000Z
9949,PING-009950,65,CP-TUK-0065,7.069253,80.904863,47,194,3.1,85,2026-04-02T14:30:00.000Z
9950,PING-009951,65,CP-TUK-0065,7.069974,80.904674,2,306,5.9,88,2026-04-02T15:00:00.000Z
9951,PING-009952,65,CP-TUK-0065,7.069721,80.902918,40,134,6.8,67,2026-04-02T15:30:00.000Z
9952,PING-009953,65,CP-TUK-0065,7.069442,80.903742,51,291,3.9,47,2026-04-02T16:00:00.000Z
9953,PING-009954,65,CP-TUK-0065,7.069989,80.903047,32,136,8.4,55,2026-04-03T00:30:00.000Z
9954,PING-009955,65,CP-TUK-0065,7.069697,80.90408,1,180,9.1,68,2026-04-03T01:00:00.000Z
9955,PING-009956,65,CP-TUK-0065,7.070553,80.902725,37,60,3.7,74,2026-04-03T01:30:00.000Z
9956,PING-009957,65,CP-TUK-0065,7.069292,80.903122,55,60,8.5,48,2026-04-03T02:00:00.000Z
9957,PING-009958,65,CP-TUK-0065,7.067303,80.903344,18,192,6.9,61,2026-04-03T02:30:00.000Z
9958,PING-009959,65,CP-TUK-0065,7.067242,80.902614,19,22,3.6,57,2026-04-03T03:00:00.000Z
9959,PING-009960,65,CP-TUK-0065,7.065709,80.90149,40,201,3.5,94,2026-04-03T03:30:00.000Z
9960,PING-009961,65,CP-TUK-0065,7.063746,80.901442,15,159,7.8,97,2026-04-03T04:00:00.000Z
9961,PING-009962,65,CP-TUK-0065,7.06427,80.900758,56,33,5.9,42,2026-04-03T04:30:00.000Z
9962,PING-009963,65,CP-TUK-0065,7.062303,80.900067,21,123,6.7,32,2026-04-03T05:00:00.000Z
9963,PING-009964,65,CP-TUK-0065,7.060367,80.898265,48,246,9.1,98,2026-04-03T05:30:00.000Z
9964,PING-009965,65,CP-TUK-0065,7.059516,80.897962,14,88,8.3,31,2026-04-03T06:00:00.000Z
9965,PING-009966,65,CP-TUK-0065,7.05874,80.898968,20,176,3.8,22,2026-04-03T06:30:00.000Z
9966,PING-009967,65,CP-TUK-0065,7.058278,80.900661,18,231,3.8,96,2026-04-03T07:00:00.000Z
9967,PING-009968,65,CP-TUK-0065,7.056868,80.901259,39,100,9.4,44,2026-04-03T07:30:00.000Z
9968,PING-009969,65,CP-TUK-0065,7.056626,80.90018,0,271,6.2,83,2026-04-03T08:00:00.000Z
9969,PING-009970,65,CP-TUK-0065,7.055193,80.898666,59,351,9.3,70,2026-04-03T08:30:00.000Z
9970,PING-009971,65,CP-TUK-0065,7.053655,80.897845,19,317,7.2,57,2026-04-03T09:00:00.000Z
9971,PING-009972,65,CP-TUK-0065,7.05488,80.895929,26,200,7.6,51,2026-04-03T09:30:00.000Z
9972,PING-009973,65,CP-TUK-0065,7.056029,80.896009,25,104,8,92,2026-04-03T10:00:00.000Z
9973,PING-009974,65,CP-TUK-0065,7.055418,80.895107,14,63,3,58,2026-04-03T10:30:00.000Z
9974,PING-009975,65,CP-TUK-0065,7.056727,80.893954,22,198,7.6,21,2026-04-03T11:00:00.000Z
9975,PING-009976,65,CP-TUK-0065,7.057239,80.894792,49,328,4.1,62,2026-04-03T11:30:00.000Z
9976,PING-009977,65,CP-TUK-0065,7.056195,80.893457,15,296,9.3,80,2026-04-03T12:00:00.000Z
9977,PING-009978,65,CP-TUK-0065,7.055874,80.894371,12,198,7.6,96,2026-04-03T12:30:00.000Z
9978,PING-009979,65,CP-TUK-0065,7.054487,80.894109,34,291,5.3,31,2026-04-03T13:00:00.000Z
9979,PING-009980,65,CP-TUK-0065,7.056162,80.894824,10,173,4.6,96,2026-04-03T13:30:00.000Z
9980,PING-009981,65,CP-TUK-0065,7.057959,80.893757,19,151,3.2,82,2026-04-03T14:00:00.000Z
9981,PING-009982,65,CP-TUK-0065,7.05918,80.895578,12,6,5.5,51,2026-04-03T14:30:00.000Z
9982,PING-009983,65,CP-TUK-0065,7.057359,80.894839,56,13,5.6,85,2026-04-03T15:00:00.000Z
9983,PING-009984,65,CP-TUK-0065,7.057318,80.895027,3,42,4.1,89,2026-04-03T15:30:00.000Z
9984,PING-009985,65,CP-TUK-0065,7.058646,80.89681,2,13,4.9,59,2026-04-03T16:00:00.000Z
9985,PING-009986,66,SP-TUK-0066,5.785604,80.629579,46,301,9,94,2026-03-27T00:30:00.000Z
9986,PING-009987,66,SP-TUK-0066,5.785577,80.629246,44,199,9.6,29,2026-03-27T01:00:00.000Z
9987,PING-009988,66,SP-TUK-0066,5.783988,80.630874,9,356,5.7,77,2026-03-27T01:30:00.000Z
9988,PING-009989,66,SP-TUK-0066,5.783734,80.630072,10,218,3.7,52,2026-03-27T02:00:00.000Z
9989,PING-009990,66,SP-TUK-0066,5.782828,80.629186,31,53,6.3,39,2026-03-27T02:30:00.000Z
9990,PING-009991,66,SP-TUK-0066,5.781582,80.628459,8,300,3.2,22,2026-03-27T03:00:00.000Z
9991,PING-009992,66,SP-TUK-0066,5.780098,80.627101,58,270,5.3,31,2026-03-27T03:30:00.000Z
9992,PING-009993,66,SP-TUK-0066,5.780808,80.628501,12,83,3.1,46,2026-03-27T04:00:00.000Z
9993,PING-009994,66,SP-TUK-0066,5.782759,80.629589,7,58,5.4,43,2026-03-27T04:30:00.000Z
9994,PING-009995,66,SP-TUK-0066,5.782123,80.631406,6,85,8.5,30,2026-03-27T05:00:00.000Z
9995,PING-009996,66,SP-TUK-0066,5.782512,80.631826,58,303,3.2,26,2026-03-27T05:30:00.000Z
9996,PING-009997,66,SP-TUK-0066,5.781012,80.632677,57,213,5.6,88,2026-03-27T06:00:00.000Z
9997,PING-009998,66,SP-TUK-0066,5.782002,80.63395,5,96,8.6,98,2026-03-27T06:30:00.000Z
9998,PING-009999,66,SP-TUK-0066,5.781223,80.633604,28,290,5.5,48,2026-03-27T07:00:00.000Z
9999,PING-010000,66,SP-TUK-0066,5.78094,80.633958,17,31,8,37,2026-03-27T07:30:00.000Z
10000,PING-010001,66,SP-TUK-0066,5.779426,80.635348,10,9,6.1,88,2026-03-27T08:00:00.000Z
10001,PING-010002,66,SP-TUK-0066,5.780494,80.633463,6,67,6.9,35,2026-03-27T08:30:00.000Z
10002,PING-010003,66,SP-TUK-0066,5.778509,80.633328,29,83,9.7,78,2026-03-27T09:00:00.000Z
10003,PING-010004,66,SP-TUK-0066,5.778843,80.633586,2,124,8.5,79,2026-03-27T09:30:00.000Z
10004,PING-010005,66,SP-TUK-0066,5.780256,80.633453,54,65,9.6,82,2026-03-27T10:00:00.000Z
10005,PING-010006,66,SP-TUK-0066,5.780035,80.633309,57,220,9.1,62,2026-03-27T10:30:00.000Z
10006,PING-010007,66,SP-TUK-0066,5.780188,80.632778,40,327,9.4,32,2026-03-27T11:00:00.000Z
10007,PING-010008,66,SP-TUK-0066,5.780918,80.634035,43,145,6.7,59,2026-03-27T11:30:00.000Z
10008,PING-010009,66,SP-TUK-0066,5.781014,80.634871,37,197,4.8,74,2026-03-27T12:00:00.000Z
10009,PING-010010,66,SP-TUK-0066,5.780351,80.636092,8,141,5.9,56,2026-03-27T12:30:00.000Z
10010,PING-010011,66,SP-TUK-0066,5.779781,80.637483,17,141,8.4,25,2026-03-27T13:00:00.000Z
10011,PING-010012,66,SP-TUK-0066,5.78055,80.638841,17,36,5.3,40,2026-03-27T13:30:00.000Z
10012,PING-010013,66,SP-TUK-0066,5.781689,80.639388,54,314,5.8,68,2026-03-27T14:00:00.000Z
10013,PING-010014,66,SP-TUK-0066,5.781023,80.637718,47,86,6.2,99,2026-03-27T14:30:00.000Z
10014,PING-010015,66,SP-TUK-0066,5.78185,80.638116,35,184,3.2,79,2026-03-27T15:00:00.000Z
10015,PING-010016,66,SP-TUK-0066,5.783215,80.637895,24,20,8.9,27,2026-03-27T15:30:00.000Z
10016,PING-010017,66,SP-TUK-0066,5.781918,80.639384,0,318,8.6,78,2026-03-27T16:00:00.000Z
10017,PING-010018,66,SP-TUK-0066,5.780759,80.641103,28,203,9.4,53,2026-03-28T00:30:00.000Z
10018,PING-010019,66,SP-TUK-0066,5.781491,80.642261,26,249,5.3,37,2026-03-28T01:00:00.000Z
10019,PING-010020,66,SP-TUK-0066,5.780565,80.64232,36,166,3.4,88,2026-03-28T01:30:00.000Z
10020,PING-010021,66,SP-TUK-0066,5.781554,80.641707,26,232,3.6,81,2026-03-28T02:00:00.000Z
10021,PING-010022,66,SP-TUK-0066,5.781229,80.641877,16,211,4.7,22,2026-03-28T02:30:00.000Z
10022,PING-010023,66,SP-TUK-0066,5.779269,80.643197,20,117,3.9,99,2026-03-28T03:00:00.000Z
10023,PING-010024,66,SP-TUK-0066,5.777631,80.644947,53,137,5.4,49,2026-03-28T03:30:00.000Z
10024,PING-010025,66,SP-TUK-0066,5.778544,80.643273,46,171,5.9,96,2026-03-28T04:00:00.000Z
10025,PING-010026,66,SP-TUK-0066,5.776886,80.643433,9,344,9.8,91,2026-03-28T04:30:00.000Z
10026,PING-010027,66,SP-TUK-0066,5.7753,80.642896,14,328,4.4,90,2026-03-28T05:00:00.000Z
10027,PING-010028,66,SP-TUK-0066,5.777158,80.6409,41,253,3.2,30,2026-03-28T05:30:00.000Z
10028,PING-010029,66,SP-TUK-0066,5.775562,80.641294,50,138,7.5,50,2026-03-28T06:00:00.000Z
10029,PING-010030,66,SP-TUK-0066,5.774712,80.643184,55,175,3.8,32,2026-03-28T06:30:00.000Z
10030,PING-010031,66,SP-TUK-0066,5.776367,80.642024,46,296,6.7,58,2026-03-28T07:00:00.000Z
10031,PING-010032,66,SP-TUK-0066,5.776708,80.640333,15,341,4.9,38,2026-03-28T07:30:00.000Z
10032,PING-010033,66,SP-TUK-0066,5.777722,80.641299,4,295,4.8,22,2026-03-28T08:00:00.000Z
10033,PING-010034,66,SP-TUK-0066,5.778055,80.640207,8,100,5.2,48,2026-03-28T08:30:00.000Z
10034,PING-010035,66,SP-TUK-0066,5.77848,80.640665,51,223,8,63,2026-03-28T09:00:00.000Z
10035,PING-010036,66,SP-TUK-0066,5.777741,80.639079,4,89,9.4,93,2026-03-28T09:30:00.000Z
10036,PING-010037,66,SP-TUK-0066,5.778422,80.63813,33,231,3.2,76,2026-03-28T10:00:00.000Z
10037,PING-010038,66,SP-TUK-0066,5.779846,80.639256,17,266,3.1,91,2026-03-28T10:30:00.000Z
10038,PING-010039,66,SP-TUK-0066,5.780172,80.639851,56,229,3.2,48,2026-03-28T11:00:00.000Z
10039,PING-010040,66,SP-TUK-0066,5.78016,80.641416,17,110,7.3,85,2026-03-28T11:30:00.000Z
10040,PING-010041,66,SP-TUK-0066,5.778549,80.640806,58,143,8.5,30,2026-03-28T12:00:00.000Z
10041,PING-010042,66,SP-TUK-0066,5.777568,80.640514,35,237,9.1,32,2026-03-28T12:30:00.000Z
10042,PING-010043,66,SP-TUK-0066,5.776323,80.640999,25,213,9.4,90,2026-03-28T13:00:00.000Z
10043,PING-010044,66,SP-TUK-0066,5.775713,80.642716,40,280,3.5,43,2026-03-28T13:30:00.000Z
10044,PING-010045,66,SP-TUK-0066,5.777134,80.642458,23,272,7.2,66,2026-03-28T14:00:00.000Z
10045,PING-010046,66,SP-TUK-0066,5.777462,80.641558,27,79,4.8,53,2026-03-28T14:30:00.000Z
10046,PING-010047,66,SP-TUK-0066,5.778417,80.641485,3,359,5.7,40,2026-03-28T15:00:00.000Z
10047,PING-010048,66,SP-TUK-0066,5.779862,80.640143,59,6,8.5,47,2026-03-28T15:30:00.000Z
10048,PING-010049,66,SP-TUK-0066,5.780337,80.638878,26,117,5.8,64,2026-03-28T16:00:00.000Z
10049,PING-010050,66,SP-TUK-0066,5.780731,80.637685,14,296,5.9,55,2026-03-29T00:30:00.000Z
10050,PING-010051,66,SP-TUK-0066,5.781691,80.639553,16,240,7.7,37,2026-03-29T01:00:00.000Z
10051,PING-010052,66,SP-TUK-0066,5.782079,80.638547,58,122,6.4,25,2026-03-29T01:30:00.000Z
10052,PING-010053,66,SP-TUK-0066,5.782945,80.638903,22,248,7.6,66,2026-03-29T02:00:00.000Z
10053,PING-010054,66,SP-TUK-0066,5.784277,80.63966,19,82,7.1,37,2026-03-29T02:30:00.000Z
10054,PING-010055,66,SP-TUK-0066,5.784163,80.6392,29,337,7.9,61,2026-03-29T03:00:00.000Z
10055,PING-010056,66,SP-TUK-0066,5.784669,80.639626,19,74,7.5,60,2026-03-29T03:30:00.000Z
10056,PING-010057,66,SP-TUK-0066,5.785315,80.638439,53,327,3.2,79,2026-03-29T04:00:00.000Z
10057,PING-010058,66,SP-TUK-0066,5.78501,80.639346,37,67,9.8,42,2026-03-29T04:30:00.000Z
10058,PING-010059,66,SP-TUK-0066,5.785189,80.637555,19,251,9.4,21,2026-03-29T05:00:00.000Z
10059,PING-010060,66,SP-TUK-0066,5.783712,80.637054,20,335,8.1,36,2026-03-29T05:30:00.000Z
10060,PING-010061,66,SP-TUK-0066,5.782983,80.635974,11,341,6.9,98,2026-03-29T06:00:00.000Z
10061,PING-010062,66,SP-TUK-0066,5.781633,80.634124,23,159,5.3,96,2026-03-29T06:30:00.000Z
10062,PING-010063,66,SP-TUK-0066,5.780547,80.634922,6,104,5.6,44,2026-03-29T07:00:00.000Z
10063,PING-010064,66,SP-TUK-0066,5.780692,80.635573,18,125,7.5,94,2026-03-29T07:30:00.000Z
10064,PING-010065,66,SP-TUK-0066,5.779078,80.636797,31,79,3.8,21,2026-03-29T08:00:00.000Z
10065,PING-010066,66,SP-TUK-0066,5.780449,80.6351,18,79,5.5,34,2026-03-29T08:30:00.000Z
10066,PING-010067,66,SP-TUK-0066,5.780372,80.635174,9,140,4.5,28,2026-03-29T09:00:00.000Z
10067,PING-010068,66,SP-TUK-0066,5.781461,80.636299,20,329,5.1,71,2026-03-29T09:30:00.000Z
10068,PING-010069,66,SP-TUK-0066,5.780879,80.636985,40,311,8.2,54,2026-03-29T10:00:00.000Z
10069,PING-010070,66,SP-TUK-0066,5.782696,80.637985,3,24,4.1,53,2026-03-29T10:30:00.000Z
10070,PING-010071,66,SP-TUK-0066,5.781171,80.638298,10,154,3.4,59,2026-03-29T11:00:00.000Z
10071,PING-010072,66,SP-TUK-0066,5.780171,80.638864,22,337,7.1,48,2026-03-29T11:30:00.000Z
10072,PING-010073,66,SP-TUK-0066,5.781648,80.636878,39,143,5.1,77,2026-03-29T12:00:00.000Z
10073,PING-010074,66,SP-TUK-0066,5.782163,80.634946,38,130,7,45,2026-03-29T12:30:00.000Z
10074,PING-010075,66,SP-TUK-0066,5.780347,80.633196,49,260,9.6,24,2026-03-29T13:00:00.000Z
10075,PING-010076,66,SP-TUK-0066,5.778408,80.631695,45,331,3.1,41,2026-03-29T13:30:00.000Z
10076,PING-010077,66,SP-TUK-0066,5.779453,80.630721,30,120,7.9,48,2026-03-29T14:00:00.000Z
10077,PING-010078,66,SP-TUK-0066,5.778628,80.631611,21,268,3.5,25,2026-03-29T14:30:00.000Z
10078,PING-010079,66,SP-TUK-0066,5.779787,80.629986,44,210,9.5,23,2026-03-29T15:00:00.000Z
10079,PING-010080,66,SP-TUK-0066,5.779646,80.628992,29,168,6.1,53,2026-03-29T15:30:00.000Z
10080,PING-010081,66,SP-TUK-0066,5.779261,80.62833,0,274,7.5,90,2026-03-29T16:00:00.000Z
10081,PING-010082,66,SP-TUK-0066,5.777911,80.626719,28,316,5.9,73,2026-03-30T00:30:00.000Z
10082,PING-010083,66,SP-TUK-0066,5.779568,80.625864,15,51,9,35,2026-03-30T01:00:00.000Z
10083,PING-010084,66,SP-TUK-0066,5.77934,80.625551,28,305,9,80,2026-03-30T01:30:00.000Z
10084,PING-010085,66,SP-TUK-0066,5.777566,80.626432,22,139,7.6,69,2026-03-30T02:00:00.000Z
10085,PING-010086,66,SP-TUK-0066,5.778678,80.62457,46,120,3.9,21,2026-03-30T02:30:00.000Z
10086,PING-010087,66,SP-TUK-0066,5.780368,80.623408,21,50,8.9,45,2026-03-30T03:00:00.000Z
10087,PING-010088,66,SP-TUK-0066,5.781149,80.623057,5,219,5.7,81,2026-03-30T03:30:00.000Z
10088,PING-010089,66,SP-TUK-0066,5.782012,80.622531,48,150,4.2,31,2026-03-30T04:00:00.000Z
10089,PING-010090,66,SP-TUK-0066,5.782722,80.624451,50,1,4.7,39,2026-03-30T04:30:00.000Z
10090,PING-010091,66,SP-TUK-0066,5.784416,80.625848,53,173,5.4,74,2026-03-30T05:00:00.000Z
10091,PING-010092,66,SP-TUK-0066,5.784478,80.626257,55,161,5,43,2026-03-30T05:30:00.000Z
10092,PING-010093,66,SP-TUK-0066,5.783302,80.626415,47,340,3.7,32,2026-03-30T06:00:00.000Z
10093,PING-010094,66,SP-TUK-0066,5.784701,80.627397,26,271,5.1,66,2026-03-30T06:30:00.000Z
10094,PING-010095,66,SP-TUK-0066,5.784209,80.626444,39,151,4,77,2026-03-30T07:00:00.000Z
10095,PING-010096,66,SP-TUK-0066,5.782674,80.624951,44,24,6.8,71,2026-03-30T07:30:00.000Z
10096,PING-010097,66,SP-TUK-0066,5.782521,80.625141,1,46,7.5,46,2026-03-30T08:00:00.000Z
10097,PING-010098,66,SP-TUK-0066,5.783078,80.624834,31,66,7.5,60,2026-03-30T08:30:00.000Z
10098,PING-010099,66,SP-TUK-0066,5.784332,80.626403,5,288,4.7,39,2026-03-30T09:00:00.000Z
10099,PING-010100,66,SP-TUK-0066,5.782769,80.625666,54,6,6.2,52,2026-03-30T09:30:00.000Z
10100,PING-010101,66,SP-TUK-0066,5.781664,80.624684,45,245,4.2,78,2026-03-30T10:00:00.000Z
10101,PING-010102,66,SP-TUK-0066,5.783392,80.622699,46,219,5.6,50,2026-03-30T10:30:00.000Z
10102,PING-010103,66,SP-TUK-0066,5.782422,80.622465,16,200,3.1,80,2026-03-30T11:00:00.000Z
10103,PING-010104,66,SP-TUK-0066,5.783933,80.620739,44,272,8.9,23,2026-03-30T11:30:00.000Z
10104,PING-010105,66,SP-TUK-0066,5.782023,80.621468,38,126,5,55,2026-03-30T12:00:00.000Z
10105,PING-010106,66,SP-TUK-0066,5.780216,80.622775,13,262,6.6,25,2026-03-30T12:30:00.000Z
10106,PING-010107,66,SP-TUK-0066,5.780447,80.623784,34,3,3,97,2026-03-30T13:00:00.000Z
10107,PING-010108,66,SP-TUK-0066,5.779568,80.625752,41,136,3.1,28,2026-03-30T13:30:00.000Z
10108,PING-010109,66,SP-TUK-0066,5.777584,80.627702,41,163,9.6,50,2026-03-30T14:00:00.000Z
10109,PING-010110,66,SP-TUK-0066,5.778219,80.628212,15,44,8.7,77,2026-03-30T14:30:00.000Z
10110,PING-010111,66,SP-TUK-0066,5.78019,80.628104,38,328,5,94,2026-03-30T15:00:00.000Z
10111,PING-010112,66,SP-TUK-0066,5.781588,80.628162,28,269,4.9,94,2026-03-30T15:30:00.000Z
10112,PING-010113,66,SP-TUK-0066,5.781738,80.626306,45,118,6.1,58,2026-03-30T16:00:00.000Z
10113,PING-010114,66,SP-TUK-0066,5.78294,80.627629,14,353,4.9,86,2026-03-31T00:30:00.000Z
10114,PING-010115,66,SP-TUK-0066,5.783177,80.627287,24,78,3.4,65,2026-03-31T01:00:00.000Z
10115,PING-010116,66,SP-TUK-0066,5.783405,80.626215,15,324,7.9,30,2026-03-31T01:30:00.000Z
10116,PING-010117,66,SP-TUK-0066,5.784466,80.62436,56,106,9.8,44,2026-03-31T02:00:00.000Z
10117,PING-010118,66,SP-TUK-0066,5.785796,80.62505,2,2,3.2,28,2026-03-31T02:30:00.000Z
10118,PING-010119,66,SP-TUK-0066,5.787431,80.625535,20,176,5.8,99,2026-03-31T03:00:00.000Z
10119,PING-010120,66,SP-TUK-0066,5.785731,80.623762,34,355,9.2,86,2026-03-31T03:30:00.000Z
10120,PING-010121,66,SP-TUK-0066,5.784788,80.625738,1,115,3.5,46,2026-03-31T04:00:00.000Z
10121,PING-010122,66,SP-TUK-0066,5.786132,80.624708,56,304,5.3,39,2026-03-31T04:30:00.000Z
10122,PING-010123,66,SP-TUK-0066,5.784355,80.622919,14,48,6.5,53,2026-03-31T05:00:00.000Z
10123,PING-010124,66,SP-TUK-0066,5.785289,80.621168,4,214,5.5,84,2026-03-31T05:30:00.000Z
10124,PING-010125,66,SP-TUK-0066,5.784041,80.621016,39,301,8.5,60,2026-03-31T06:00:00.000Z
10125,PING-010126,66,SP-TUK-0066,5.785387,80.622404,34,224,5.1,25,2026-03-31T06:30:00.000Z
10126,PING-010127,66,SP-TUK-0066,5.786227,80.624397,27,264,7.3,44,2026-03-31T07:00:00.000Z
10127,PING-010128,66,SP-TUK-0066,5.787562,80.624867,31,5,5.2,22,2026-03-31T07:30:00.000Z
10128,PING-010129,66,SP-TUK-0066,5.788742,80.625621,40,332,4,83,2026-03-31T08:00:00.000Z
10129,PING-010130,66,SP-TUK-0066,5.787887,80.625058,14,62,7.9,96,2026-03-31T08:30:00.000Z
10130,PING-010131,66,SP-TUK-0066,5.786576,80.624589,11,307,9.6,80,2026-03-31T09:00:00.000Z
10131,PING-010132,66,SP-TUK-0066,5.788194,80.625865,39,27,6.6,68,2026-03-31T09:30:00.000Z
10132,PING-010133,66,SP-TUK-0066,5.789942,80.626532,18,202,3.8,57,2026-03-31T10:00:00.000Z
10133,PING-010134,66,SP-TUK-0066,5.791218,80.625118,40,264,3.2,91,2026-03-31T10:30:00.000Z
10134,PING-010135,66,SP-TUK-0066,5.791438,80.625339,19,216,4.1,66,2026-03-31T11:00:00.000Z
10135,PING-010136,66,SP-TUK-0066,5.790124,80.623423,48,62,8.1,81,2026-03-31T11:30:00.000Z
10136,PING-010137,66,SP-TUK-0066,5.790423,80.624697,52,173,9.7,66,2026-03-31T12:00:00.000Z
10137,PING-010138,66,SP-TUK-0066,5.791481,80.624122,44,310,5.5,92,2026-03-31T12:30:00.000Z
10138,PING-010139,66,SP-TUK-0066,5.790976,80.622198,45,66,4,25,2026-03-31T13:00:00.000Z
10139,PING-010140,66,SP-TUK-0066,5.791581,80.621631,10,247,7.8,81,2026-03-31T13:30:00.000Z
10140,PING-010141,66,SP-TUK-0066,5.790412,80.61971,55,124,7.2,32,2026-03-31T14:00:00.000Z
10141,PING-010142,66,SP-TUK-0066,5.788992,80.618707,37,82,8.8,78,2026-03-31T14:30:00.000Z
10142,PING-010143,66,SP-TUK-0066,5.790302,80.6176,55,248,7.4,45,2026-03-31T15:00:00.000Z
10143,PING-010144,66,SP-TUK-0066,5.792061,80.616138,12,359,6.4,86,2026-03-31T15:30:00.000Z
10144,PING-010145,66,SP-TUK-0066,5.790902,80.617818,12,44,9,92,2026-03-31T16:00:00.000Z
10145,PING-010146,66,SP-TUK-0066,5.789666,80.618342,48,68,4.8,60,2026-04-01T00:30:00.000Z
10146,PING-010147,66,SP-TUK-0066,5.790512,80.618442,0,169,5.6,74,2026-04-01T01:00:00.000Z
10147,PING-010148,66,SP-TUK-0066,5.789964,80.618192,23,65,4.3,43,2026-04-01T01:30:00.000Z
10148,PING-010149,66,SP-TUK-0066,5.789271,80.616243,55,235,7.5,80,2026-04-01T02:00:00.000Z
10149,PING-010150,66,SP-TUK-0066,5.791136,80.616602,42,83,3.8,27,2026-04-01T02:30:00.000Z
